,,,,,,,,,latlong,Career Impact,Poverty Impact
42.117817,-87.958009,park,Google,,,, Cook County," Illinois""",42.117817-87.958009,0.188598371,0.097299614
42.115348,-87.964233,park,Google,,,, Cook County," Illinois""",42.115348-87.964233,0.188598371,0.097299614
42.1085846,-87.9402203,park,Google,,,, Cook County," Illinois""",42.1085846-87.9402203,0.147360248,0.025
42.1133215,-87.9460405,park,Google,,,, Cook County," Illinois""",42.1133215-87.9460405,0.188598371,0.097299614
42.110665,-87.944357,school,Google,,,, Cook County," Illinois""",42.110665-87.944357,0.188598371,0.097299614
42.113275,-87.942319,park,Google,,,, Cook County," Illinois""",42.113275-87.942319,0.188598371,0.097299614
42.108885,-87.940822,park,Google,,,, Cook County," Illinois""",42.108885-87.940822,0.147360248,0.025
42.1075241,-87.9500223,park,Google,,,, Cook County," Illinois""",42.1075241-87.9500223,0.147360248,0.025
42.108934,-87.946881,school,Google,,,, Cook County," Illinois""",42.108934-87.946881,0.147360248,0.025
42.109379,-87.947016,school,Google,,,, Cook County," Illinois""",42.109379-87.947016,0.147360248,0.025
42.108934,-87.946881,school,Google,,,, Cook County," Illinois""",42.108934-87.946881,0.147360248,0.025
42.108852,-87.946881,school,Google,,,, Cook County," Illinois""",42.108852-87.946881,0.147360248,0.025
42.1001401,-87.9343994,park,Google,,,, Cook County," Illinois""",42.1001401-87.9343994,0.164785553,0.028592927
42.100348,-87.934554,park,Google,,,, Cook County," Illinois""",42.100348-87.934554,0.164785553,0.028592927
42.096399,-87.937475,local_government_office,Google,,,, Cook County," Illinois""",42.096399-87.937475,0.147360248,0.025
42.096379,-87.937531,local_government_office,Google,,,, Cook County," Illinois""",42.096379-87.937531,0.147360248,0.025
42.0965536,-87.9411394,park,Google,,,, Cook County," Illinois""",42.0965536-87.9411394,0.147360248,0.025
42.096773,-87.942123,library,Google,,,, Cook County," Illinois""",42.096773-87.942123,0.147360248,0.025
42.09636,-87.940579,park,Google,,,, Cook County," Illinois""",42.09636-87.940579,0.147360248,0.025
42.095998,-87.944599,school,Google,,,, Cook County," Illinois""",42.095998-87.944599,0.147360248,0.025
42.112942,-87.956809,park,Google,,,, Cook County," Illinois""",42.112942-87.956809,0.188598371,0.097299614
42.107611,-87.949566,park,Google,,,, Cook County," Illinois""",42.107611-87.949566,0.147360248,0.025
42.108913,-87.950277,park,Google,,,, Cook County," Illinois""",42.108913-87.950277,0.147360248,0.025
42.103131,-87.959007,school,Google,,,, Cook County," Illinois""",42.103131-87.959007,0.147360248,0.025
42.098537,-87.959304,hospital,Google,,,, Cook County," Illinois""",42.098537-87.959304,0.147360248,0.025
42.098741,-87.961365,local_government_office,Google,,,, Cook County," Illinois""",42.098741-87.961365,0.147955873,0.041369241
42.087978,-87.837568,school,Google,,,, Cook County," Illinois""",42.087978-87.837568,0.140363636,0.053818182
42.08385,-87.84093,school,Google,,,, Cook County," Illinois""",42.08385-87.84093,0.102508179,0.094874591
42.082806,-87.842843,school,Google,,,, Cook County," Illinois""",42.082806-87.842843,0.102508179,0.094874591
42.079473,-87.838676,school,Google,,,, Cook County," Illinois""",42.079473-87.838676,0.140363636,0.053818182
42.080573,-87.838449,school,Google,,,, Cook County," Illinois""",42.080573-87.838449,0.140363636,0.053818182
42.080573,-87.838449,school,Google,,,, Cook County," Illinois""",42.080573-87.838449,0.140363636,0.053818182
42.077196,-87.8457667,park,Google,,,, Cook County," Illinois""",42.077196-87.8457667,0.102508179,0.094874591
42.076756,-87.845609,park,Google,,,, Cook County," Illinois""",42.076756-87.845609,0.102508179,0.094874591
42.087605,-87.849404,school,Google,,,, Cook County," Illinois""",42.087605-87.849404,0.119343891,0.044117647
42.087683,-87.849792,local_government_office,Google,,,, Cook County," Illinois""",42.087683-87.849792,0.119343891,0.044117647
42.087184,-87.850204,local_government_office,Google,,,, Cook County," Illinois""",42.087184-87.850204,0.119343891,0.044117647
42.087152,-87.852647,school,Google,,,, Cook County," Illinois""",42.087152-87.852647,0.119343891,0.044117647
42.094194,-87.857011,school,Google,,,, Cook County," Illinois""",42.094194-87.857011,0.119343891,0.044117647
42.091244,-87.858826,school,Google,,,, Cook County," Illinois""",42.091244-87.858826,0.119343891,0.044117647
42.088586,-87.857595,school,Google,,,, Cook County," Illinois""",42.088586-87.857595,0.119343891,0.044117647
42.088586,-87.857595,school,Google,,,, Cook County," Illinois""",42.088586-87.857595,0.119343891,0.044117647
42.0817172,-87.8562032,park,Google,,,, Cook County," Illinois""",42.0817172-87.8562032,0.119343891,0.044117647
42.087482,-87.860037,synagogue,Google,,,, Cook County," Illinois""",42.087482-87.860037,0.119343891,0.044117647
42.08284,-87.859036,park,Google,,,, Cook County," Illinois""",42.08284-87.859036,0.119343891,0.044117647
42.07947,-87.860886,university,Google,,,, Cook County," Illinois""",42.07947-87.860886,0.119343891,0.044117647
42.07947,-87.860886,school,Google,,,, Cook County," Illinois""",42.07947-87.860886,0.119343891,0.044117647
42.069456,-87.829374,park,Google,,,, Cook County," Illinois""",42.069456-87.829374,0.140363636,0.053818182
42.068239,-87.83345,park,Google,,,, Cook County," Illinois""",42.068239-87.83345,0.140363636,0.053818182
42.073127,-87.838268,school,Google,,,, Cook County," Illinois""",42.073127-87.838268,0.140363636,0.053818182
42.07463,-87.844706,park,Google,,,, Cook County," Illinois""",42.07463-87.844706,0.102508179,0.094874591
42.0679968,-87.8331783,park,Google,,,, Cook County," Illinois""",42.0679968-87.8331783,0.140363636,0.053818182
42.061279,-87.831323,park,Google,,,, Cook County," Illinois""",42.061279-87.831323,0.226461538,0.057230769
42.061418,-87.832564,school,Google,,,, Cook County," Illinois""",42.061418-87.832564,0.226461538,0.057230769
42.063045,-87.843196,school,Google,,,, Cook County," Illinois""",42.063045-87.843196,0.224104859,0.158727621
42.073421,-87.852419,school,Google,,,, Cook County," Illinois""",42.073421-87.852419,0.102508179,0.094874591
42.07133,-87.846074,park,Google,,,, Cook County," Illinois""",42.07133-87.846074,0.20516153,0.157259562
42.0727223,-87.8602557,park,Google,,,, Cook County," Illinois""",42.0727223-87.8602557,0.119343891,0.044117647
42.072722,-87.860256,park,Google,,,, Cook County," Illinois""",42.072722-87.860256,0.119343891,0.044117647
42.073499,-87.861892,local_government_office,Google,,,, Cook County," Illinois""",42.073499-87.861892,0.119343891,0.044117647
42.068773,-87.860794,hospital,Google,,,, Cook County," Illinois""",42.068773-87.860794,0.20516153,0.157259562
42.06401,-87.857222,school,Google,,,, Cook County," Illinois""",42.06401-87.857222,0.224104859,0.158727621
42.064512,-87.856795,school,Google,,,, Cook County," Illinois""",42.064512-87.856795,0.224104859,0.158727621
42.0908461,-87.881977,park,Google,,,, Cook County," Illinois""",42.0908461-87.881977,0.164678423,0.141078838
42.0759231,-87.8770689,park,Google,,,, Cook County," Illinois""",42.0759231-87.8770689,0.164678423,0.141078838
42.0793526,-87.8873312,park,Google,,,, Cook County," Illinois""",42.0793526-87.8873312,0.164678423,0.141078838
42.082407,-87.876807,park,Google,,,, Cook County," Illinois""",42.082407-87.876807,0.164678423,0.141078838
42.07682,-87.877671,park,Google,,,, Cook County," Illinois""",42.07682-87.877671,0.164678423,0.141078838
42.0916104,-87.8899516,park,Google,,,, Cook County," Illinois""",42.0916104-87.8899516,0.174899866,0.020694259
42.094976,-87.884647,local_government_office,Google,,,, Cook County," Illinois""",42.094976-87.884647,0.164678423,0.141078838
42.091292,-87.882919,park,Google,,,, Cook County," Illinois""",42.091292-87.882919,0.164678423,0.141078838
42.091532,-87.889491,park,Google,,,, Cook County," Illinois""",42.091532-87.889491,0.174899866,0.020694259
42.0780367,-87.8911784,park,Google,,,, Cook County," Illinois""",42.0780367-87.8911784,0.185051958,0.039568345
42.079774,-87.890896,park,Google,,,, Cook County," Illinois""",42.079774-87.890896,0.185051958,0.039568345
42.081749,-87.89748,school,Google,,,, Cook County," Illinois""",42.081749-87.89748,0.13738345,0.04705711
42.081114,-87.897055,school,Google,,,, Cook County," Illinois""",42.081114-87.897055,0.13738345,0.04705711
42.068562,-87.864822,park,Google,,,, Cook County," Illinois""",42.068562-87.864822,0.119343891,0.044117647
42.071661,-87.8679,park,Google,,,, Cook County," Illinois""",42.071661-87.8679,0.164678423,0.141078838
42.0579383,-87.874001,park,Google,,,, Cook County," Illinois""",42.0579383-87.874001,0.220179372,0.234753363
42.059945,-87.862846,local_government_office,Google,,,, Cook County," Illinois""",42.059945-87.862846,0.220179372,0.234753363
42.058449,-87.876128,park,Google,,,, Cook County," Illinois""",42.058449-87.876128,0.220179372,0.234753363
42.07233,-87.895674,school,Google,,,, Cook County," Illinois""",42.07233-87.895674,0.185051958,0.039568345
42.062998,-87.880136,library,Google,,,, Cook County," Illinois""",42.062998-87.880136,0.220179372,0.234753363
42.058812,-87.885955,park,Google,,,, Cook County," Illinois""",42.058812-87.885955,0.220179372,0.234753363
42.053101,-87.836072,cafe,Google,,,, Cook County," Illinois""",42.053101-87.836072,0.220308483,0.105269923
42.052174,-87.829211,park,Google,,,, Cook County," Illinois""",42.052174-87.829211,0.220308483,0.105269923
42.0482,-87.8325,local_government_office,Google,,,, Cook County," Illinois""",42.0482-87.8325,0.220308483,0.105269923
42.054668,-87.841457,hospital,Google,,,, Cook County," Illinois""",42.054668-87.841457,0.224104859,0.158727621
42.054629,-87.843404,local_government_office,Google,,,, Cook County," Illinois""",42.054629-87.843404,0.224104859,0.158727621
42.04639,-87.83364,school,Google,,,, Cook County," Illinois""",42.04639-87.83364,0.220308483,0.105269923
42.0470319,-87.836249,park,Google,,,, Cook County," Illinois""",42.0470319-87.836249,0.220308483,0.105269923
42.046813,-87.83684,park,Google,,,, Cook County," Illinois""",42.046813-87.83684,0.220308483,0.105269923
42.0425625,-87.8370166,park,Google,,,, Cook County," Illinois""",42.0425625-87.8370166,0.220308483,0.105269923
42.043843,-87.835135,school,Google,,,, Cook County," Illinois""",42.043843-87.835135,0.220308483,0.105269923
42.044474,-87.834786,school,Google,,,, Cook County," Illinois""",42.044474-87.834786,0.220308483,0.105269923
42.042473,-87.837147,park,Google,,,, Cook County," Illinois""",42.042473-87.837147,0.220308483,0.105269923
42.046757,-87.839114,cafe,Google,,,, Cook County," Illinois""",42.046757-87.839114,0.220308483,0.105269923
42.046757,-87.839114,cafe,Google,,,, Cook County," Illinois""",42.046757-87.839114,0.220308483,0.105269923
42.042715,-87.839381,school,Google,,,, Cook County," Illinois""",42.042715-87.839381,0.220308483,0.105269923
42.0542,-87.8478,hospital,Google,,,, Cook County," Illinois""",42.0542-87.8478,0.180414412,0.053187277
42.054131,-87.85058,hospital,Google,,,, Cook County," Illinois""",42.054131-87.85058,0.180414412,0.053187277
42.054283,-87.853583,school,Google,,,, Cook County," Illinois""",42.054283-87.853583,0.224104859,0.158727621
42.05194,-87.846589,park,Google,,,, Cook County," Illinois""",42.05194-87.846589,0.180414412,0.053187277
42.052107,-87.848426,park,Google,,,, Cook County," Illinois""",42.052107-87.848426,0.180414412,0.053187277
42.051949,-87.850096,school,Google,,,, Cook County," Illinois""",42.051949-87.850096,0.180414412,0.053187277
42.0492661,-87.8565101,park,Google,,,, Cook County," Illinois""",42.0492661-87.8565101,0.155798467,0.081919839
42.049364,-87.856611,park,Google,,,, Cook County," Illinois""",42.049364-87.856611,0.155798467,0.081919839
42.050531,-87.858373,synagogue,Google,,,, Cook County," Illinois""",42.050531-87.858373,0.155798467,0.081919839
42.044018,-87.848896,local_government_office,Google,,,, Cook County," Illinois""",42.044018-87.848896,0.180414412,0.053187277
42.044018,-87.848896,local_government_office,Google,,,, Cook County," Illinois""",42.044018-87.848896,0.180414412,0.053187277
42.043918,-87.850898,school,Google,,,, Cook County," Illinois""",42.043918-87.850898,0.180414412,0.053187277
42.039944,-87.845255,school,Google,,,, Cook County," Illinois""",42.039944-87.845255,0.220308483,0.105269923
42.039521,-87.848096,hospital,Google,,,, Cook County," Illinois""",42.039521-87.848096,0.183614919,0.090532356
42.046391,-87.857997,local_government_office,Google,,,, Cook County," Illinois""",42.046391-87.857997,0.155798467,0.081919839
42.045989,-87.858794,school,Google,,,, Cook County," Illinois""",42.045989-87.858794,0.155798467,0.081919839
42.0396,-87.8589,school,Google,,,, Cook County," Illinois""",42.0396-87.8589,0.155798467,0.081919839
42.039226,-87.859394,school,Google,,,, Cook County," Illinois""",42.039226-87.859394,0.183614919,0.090532356
42.027426,-87.832497,school,Google,,,, Cook County," Illinois""",42.027426-87.832497,0.259902888,0.035522617
42.033636,-87.842418,school,Google,,,, Cook County," Illinois""",42.033636-87.842418,0.183614919,0.090532356
42.03441,-87.845813,park,Google,,,, Cook County," Illinois""",42.03441-87.845813,0.183614919,0.090532356
42.031651,-87.840918,school,Google,,,, Cook County," Illinois""",42.031651-87.840918,0.183614919,0.090532356
42.02579,-87.83174,school,Google,,,, Cook County," Illinois""",42.02579-87.83174,0.259902888,0.035522617
42.027715,-87.838537,park,Google,,,, Cook County," Illinois""",42.027715-87.838537,0.183614919,0.090532356
42.0286714,-87.8466877,park,Google,,,, Cook County," Illinois""",42.0286714-87.8466877,0.183614919,0.090532356
42.0343792,-87.8459202,park,Google,,,, Cook County," Illinois""",42.0343792-87.8459202,0.183614919,0.090532356
42.036696,-87.850898,school,Google,,,, Cook County," Illinois""",42.036696-87.850898,0.183614919,0.090532356
42.028796,-87.846612,park,Google,,,, Cook County," Illinois""",42.028796-87.846612,0.183614919,0.090532356
42.037454,-87.853798,school,Google,,,, Cook County," Illinois""",42.037454-87.853798,0.183614919,0.090532356
42.0300919,-87.8565101,park,Google,,,, Cook County," Illinois""",42.0300919-87.8565101,0.183614919,0.090532356
42.031696,-87.857565,school,Google,,,, Cook County," Illinois""",42.031696-87.857565,0.183614919,0.090532356
42.029952,-87.85642,park,Google,,,, Cook County," Illinois""",42.029952-87.85642,0.183614919,0.090532356
42.025603,-87.852143,school,Google,,,, Cook County," Illinois""",42.025603-87.852143,0.183614919,0.090532356
42.024366,-87.850571,hospital,Google,,,, Cook County," Illinois""",42.024366-87.850571,0.167640187,0.057048287
42.024752,-87.85312,school,Google,,,, Cook County," Illinois""",42.024752-87.85312,0.167640187,0.057048287
42.024752,-87.85312,school,Google,,,, Cook County," Illinois""",42.024752-87.85312,0.167640187,0.057048287
42.0268319,-87.8641824,park,Google,,,, Cook County," Illinois""",42.0268319-87.8641824,0.186469447,0.049224054
42.054272,-87.865916,hospital,Google,,,, Cook County," Illinois""",42.054272-87.865916,0.220179372,0.234753363
42.0488249,-87.8757622,park,Google,,,, Cook County," Illinois""",42.0488249-87.8757622,0.175074868,0.037779314
42.0531724,-87.8838174,park,Google,,,, Cook County," Illinois""",42.0531724-87.8838174,0.175074868,0.037779314
42.043278,-87.863394,school,Google,,,, Cook County," Illinois""",42.043278-87.863394,0.155798467,0.081919839
42.043301,-87.871652,local_government_office,Google,,,, Cook County," Illinois""",42.043301-87.871652,0.186469447,0.049224054
42.0343464,-87.8690919,park,Google,,,, Cook County," Illinois""",42.0343464-87.8690919,0.186469447,0.049224054
42.043848,-87.879201,hospital,Google,,,, Cook County," Illinois""",42.043848-87.879201,0.186469447,0.049224054
42.043534,-87.879992,school,Google,,,, Cook County," Illinois""",42.043534-87.879992,0.186469447,0.049224054
42.044033,-87.873026,local_government_office,Google,,,, Cook County," Illinois""",42.044033-87.873026,0.186469447,0.049224054
42.043846,-87.879202,hospital,Google,,,, Cook County," Illinois""",42.043846-87.879202,0.186469447,0.049224054
42.0369114,-87.874001,park,Google,,,, Cook County," Illinois""",42.0369114-87.874001,0.186469447,0.049224054
42.038712,-87.877783,school,Google,,,, Cook County," Illinois""",42.038712-87.877783,0.186469447,0.049224054
42.05326,-87.883965,park,Google,,,, Cook County," Illinois""",42.05326-87.883965,0.175074868,0.037779314
42.056508,-87.89002,hospital,Google,,,, Cook County," Illinois""",42.056508-87.89002,0.220179372,0.234753363
42.056112,-87.888768,hospital,Google,,,, Cook County," Illinois""",42.056112-87.888768,0.220179372,0.234753363
42.05309,-87.89011,local_government_office,Google,,,, Cook County," Illinois""",42.05309-87.89011,0.175074868,0.037779314
42.0488212,-87.891025,park,Google,,,, Cook County," Illinois""",42.0488212-87.891025,0.097757848,0.106053812
42.049194,-87.889667,school,Google,,,, Cook County," Illinois""",42.049194-87.889667,0.097757848,0.106053812
42.048865,-87.891003,park,Google,,,, Cook County," Illinois""",42.048865-87.891003,0.097757848,0.106053812
42.050287,-87.894448,school,Google,,,, Cook County," Illinois""",42.050287-87.894448,0.175074868,0.037779314
42.046485,-87.882614,library,Google,,,, Cook County," Illinois""",42.046485-87.882614,0.175074868,0.037779314
42.044196,-87.881177,school,Google,,,, Cook County," Illinois""",42.044196-87.881177,0.186469447,0.049224054
42.043891,-87.884553,school,Google,,,, Cook County," Illinois""",42.043891-87.884553,0.186469447,0.049224054
42.044337,-87.886102,hospital,Google,,,, Cook County," Illinois""",42.044337-87.886102,0.097757848,0.106053812
42.0357874,-87.8801365,park,Google,,,, Cook County," Illinois""",42.0357874-87.8801365,0.186469447,0.049224054
42.0063776,-87.8623411,park,Google,,,, Cook County," Illinois""",42.0063776-87.8623411,0.220506845,0.059131955
42.040841,-87.887204,library,Google,,,, Cook County," Illinois""",42.040841-87.887204,0.212732919,0.078970719
42.039584,-87.887093,library,Google,,,, Cook County," Illinois""",42.039584-87.887093,0.212732919,0.078970719
42.042315,-87.888375,local_government_office,Google,,,, Cook County," Illinois""",42.042315-87.888375,0.097757848,0.106053812
42.042315,-87.888375,local_government_office,Google,,,, Cook County," Illinois""",42.042315-87.888375,0.097757848,0.106053812
42.042315,-87.888375,local_government_office,Google,,,, Cook County," Illinois""",42.042315-87.888375,0.097757848,0.106053812
42.042315,-87.888375,local_government_office,Google,,,, Cook County," Illinois""",42.042315-87.888375,0.097757848,0.106053812
42.042315,-87.888375,local_government_office,Google,,,, Cook County," Illinois""",42.042315-87.888375,0.097757848,0.106053812
42.042315,-87.888375,local_government_office,Google,,,, Cook County," Illinois""",42.042315-87.888375,0.097757848,0.106053812
42.042315,-87.888375,local_government_office,Google,,,, Cook County," Illinois""",42.042315-87.888375,0.097757848,0.106053812
42.042315,-87.888375,local_government_office,Google,,,, Cook County," Illinois""",42.042315-87.888375,0.097757848,0.106053812
42.042315,-87.888375,local_government_office,Google,,,, Cook County," Illinois""",42.042315-87.888375,0.097757848,0.106053812
42.040422,-87.888477,library,Google,,,, Cook County," Illinois""",42.040422-87.888477,0.212732919,0.078970719
42.040332,-87.889099,park,Google,,,, Cook County," Illinois""",42.040332-87.889099,0.212732919,0.078970719
42.039397,-87.888452,school,Google,,,, Cook County," Illinois""",42.039397-87.888452,0.212732919,0.078970719
42.040759,-87.894959,park,Google,,,, Cook County," Illinois""",42.040759-87.894959,0.212732919,0.078970719
42.03396,-87.868843,park,Google,,,, Cook County," Illinois""",42.03396-87.868843,0.186469447,0.049224054
42.0275755,-87.8709329,park,Google,,,, Cook County," Illinois""",42.0275755-87.8709329,0.186469447,0.049224054
42.028172,-87.862739,park,Google,,,, Cook County," Illinois""",42.028172-87.862739,0.186469447,0.049224054
42.03752,-87.874192,park,Google,,,, Cook County," Illinois""",42.03752-87.874192,0.186469447,0.049224054
42.033318,-87.876914,park,Google,,,, Cook County," Illinois""",42.033318-87.876914,0.186469447,0.049224054
42.028342,-87.870904,park,Google,,,, Cook County," Illinois""",42.028342-87.870904,0.186469447,0.049224054
42.032137,-87.875075,park,Google,,,, Cook County," Illinois""",42.032137-87.875075,0.186469447,0.049224054
42.020151,-87.8709329,park,Google,,,, Cook County," Illinois""",42.020151-87.8709329,0.125212947,0.033219761
42.026322,-87.863576,park,Google,,,, Cook County," Illinois""",42.026322-87.863576,0.186469447,0.049224054
42.019715,-87.870513,park,Google,,,, Cook County," Illinois""",42.019715-87.870513,0.125212947,0.033219761
42.021452,-87.87927,park,Google,,,, Cook County," Illinois""",42.021452-87.87927,0.225492416,0.088748019
42.03603,-87.880034,park,Google,,,, Cook County," Illinois""",42.03603-87.880034,0.186469447,0.049224054
42.036892,-87.885655,park,Google,,,, Cook County," Illinois""",42.036892-87.885655,0.212732919,0.078970719
42.037482,-87.886319,school,Google,,,, Cook County," Illinois""",42.037482-87.886319,0.212732919,0.078970719
42.030439,-87.884768,park,Google,,,, Cook County," Illinois""",42.030439-87.884768,0.223280862,0.130074565
42.038111,-87.890988,school,Google,,,, Cook County," Illinois""",42.038111-87.890988,0.212732919,0.078970719
42.035998,-87.891676,local_government_office,Google,,,, Cook County," Illinois""",42.035998-87.891676,0.212732919,0.078970719
42.025846,-87.882323,park,Google,,,, Cook County," Illinois""",42.025846-87.882323,0.223280862,0.130074565
42.024208,-87.882361,school,Google,,,, Cook County," Illinois""",42.024208-87.882361,0.225492416,0.088748019
42.024057,-87.88338,school,Google,,,, Cook County," Illinois""",42.024057-87.88338,0.225492416,0.088748019
42.026994,-87.886459,park,Google,,,, Cook County," Illinois""",42.026994-87.886459,0.223280862,0.130074565
42.0176435,-87.8859645,park,Google,,,, Cook County," Illinois""",42.0176435-87.8859645,0.225492416,0.088748019
42.020495,-87.885861,school,Google,,,, Cook County," Illinois""",42.020495-87.885861,0.225492416,0.088748019
42.023993,-87.889646,school,Google,,,, Cook County," Illinois""",42.023993-87.889646,0.225492416,0.088748019
42.018825,-87.891938,school,Google,,,, Cook County," Illinois""",42.018825-87.891938,0.145523971,0.093763258
42.018512,-87.890021,school,Google,,,, Cook County," Illinois""",42.018512-87.890021,0.145523971,0.093763258
42.090583,-87.898679,school,Google,,,, Cook County," Illinois""",42.090583-87.898679,0.148975265,0.026996466
42.09085,-87.89944,school,Google,,,, Cook County," Illinois""",42.09085-87.89944,0.148975265,0.026996466
42.0901702,-87.9126409,park,Google,,,, Cook County," Illinois""",42.0901702-87.9126409,0.148975265,0.026996466
42.089713,-87.911573,park,Google,,,, Cook County," Illinois""",42.089713-87.911573,0.148975265,0.026996466
42.083189,-87.908957,school,Google,,,, Cook County," Illinois""",42.083189-87.908957,0.13738345,0.04705711
42.083639,-87.908679,school,Google,,,, Cook County," Illinois""",42.083639-87.908679,0.13738345,0.04705711
42.0807,-87.905541,school,Google,,,, Cook County," Illinois""",42.0807-87.905541,0.13738345,0.04705711
42.080703,-87.906176,school,Google,,,, Cook County," Illinois""",42.080703-87.906176,0.13738345,0.04705711
42.095072,-87.915442,local_government_office,Google,,,, Cook County," Illinois""",42.095072-87.915442,0.148975265,0.026996466
42.095135,-87.923926,park,Google,,,, Cook County," Illinois""",42.095135-87.923926,0.148975265,0.026996466
42.095135,-87.923926,park,Google,,,, Cook County," Illinois""",42.095135-87.923926,0.148975265,0.026996466
42.087249,-87.926735,school,Google,,,, Cook County," Illinois""",42.087249-87.926735,0.13738345,0.04705711
42.086733,-87.926985,school,Google,,,, Cook County," Illinois""",42.086733-87.926985,0.13738345,0.04705711
42.084733,-87.917503,school,Google,,,, Cook County," Illinois""",42.084733-87.917503,0.13738345,0.04705711
42.084372,-87.929832,park,Google,,,, Cook County," Illinois""",42.084372-87.929832,0.13738345,0.04705711
42.0753546,-87.9307227,park,Google,,,, Cook County," Illinois""",42.0753546-87.9307227,0.137511693,0.016058622
42.07326,-87.900429,school,Google,,,, Cook County," Illinois""",42.07326-87.900429,0.185051958,0.039568345
42.069276,-87.903375,park,Google,,,, Cook County," Illinois""",42.069276-87.903375,0.185051958,0.039568345
42.069749,-87.91315,hospital,Google,,,, Cook County," Illinois""",42.069749-87.91315,0.185051958,0.039568345
42.071104,-87.913161,park,Google,,,, Cook County," Illinois""",42.071104-87.913161,0.185051958,0.039568345
42.066866,-87.897606,university,Google,,,, Cook County," Illinois""",42.066866-87.897606,0.185051958,0.039568345
42.066866,-87.897606,school,Google,,,, Cook County," Illinois""",42.066866-87.897606,0.185051958,0.039568345
42.063179,-87.906329,park,Google,,,, Cook County," Illinois""",42.063179-87.906329,0.161925175,0.09664848
42.062867,-87.906353,park,Google,,,, Cook County," Illinois""",42.062867-87.906353,0.161925175,0.09664848
42.062603,-87.9092689,park,Google,,,, Cook County," Illinois""",42.062603-87.9092689,0.161925175,0.09664848
42.062805,-87.909154,park,Google,,,, Cook County," Illinois""",42.062805-87.909154,0.161925175,0.09664848
42.062261,-87.909122,park,Google,,,, Cook County," Illinois""",42.062261-87.909122,0.161925175,0.09664848
42.063694,-87.913591,park,Google,,,, Cook County," Illinois""",42.063694-87.913591,0.161925175,0.09664848
42.057016,-87.9080426,park,Google,,,, Cook County," Illinois""",42.057016-87.9080426,0.161925175,0.09664848
42.075307,-87.916095,university,Google,,,, Cook County," Illinois""",42.075307-87.916095,0.185051958,0.039568345
42.074094,-87.91815,local_government_office,Google,,,, Cook County," Illinois""",42.074094-87.91815,0.185051958,0.039568345
42.06683,-87.914164,school,Google,,,, Cook County," Illinois""",42.06683-87.914164,0.185051958,0.039568345
42.075019,-87.923257,park,Google,,,, Cook County," Illinois""",42.075019-87.923257,0.185051958,0.039568345
42.074798,-87.925365,university,Google,,,, Cook County," Illinois""",42.074798-87.925365,0.185051958,0.039568345
42.0750649,-87.923215,park,Google,,,, Cook County," Illinois""",42.0750649-87.923215,0.185051958,0.039568345
42.0746924,-87.9282713,park,Google,,,, Cook County," Illinois""",42.0746924-87.9282713,0.185051958,0.039568345
42.074757,-87.928208,park,Google,,,, Cook County," Illinois""",42.074757-87.928208,0.185051958,0.039568345
42.075258,-87.930659,park,Google,,,, Cook County," Illinois""",42.075258-87.930659,0.137511693,0.016058622
42.073542,-87.931201,university,Google,,,, Cook County," Illinois""",42.073542-87.931201,0.137511693,0.016058622
42.074065,-87.93104,school,Google,,,, Cook County," Illinois""",42.074065-87.93104,0.137511693,0.016058622
42.0688363,-87.9291906,park,Google,,,, Cook County," Illinois""",42.0688363-87.9291906,0.137511693,0.016058622
42.068944,-87.928889,park,Google,,,, Cook County," Illinois""",42.068944-87.928889,0.137511693,0.016058622
42.05928,-87.920688,park,Google,,,, Cook County," Illinois""",42.05928-87.920688,0.161925175,0.09664848
42.063824,-87.923265,school,Google,,,, Cook County," Illinois""",42.063824-87.923265,0.130692776,0.050140929
42.065028,-87.932013,school,Google,,,, Cook County," Illinois""",42.065028-87.932013,0.130692776,0.050140929
42.064026,-87.930526,park,Google,,,, Cook County," Illinois""",42.064026-87.930526,0.130692776,0.050140929
42.0577735,-87.9328675,park,Google,,,, Cook County," Illinois""",42.0577735-87.9328675,0.130692776,0.050140929
42.092576,-87.934084,park,Google,,,, Cook County," Illinois""",42.092576-87.934084,0.164785553,0.028592927
42.089989,-87.93297,park,Google,,,, Cook County," Illinois""",42.089989-87.93297,0.164785553,0.028592927
42.095396,-87.940525,park,Google,,,, Cook County," Illinois""",42.095396-87.940525,0.147360248,0.025
42.095313,-87.940525,school,Google,,,, Cook County," Illinois""",42.095313-87.940525,0.147360248,0.025
42.095724,-87.945717,school,Google,,,, Cook County," Illinois""",42.095724-87.945717,0.147360248,0.025
42.086896,-87.945649,park,Google,,,, Cook County," Illinois""",42.086896-87.945649,0.111840796,0.050348259
42.081468,-87.937746,cafe,Google,,,, Cook County," Illinois""",42.081468-87.937746,0.111840796,0.050348259
42.080843,-87.940398,school,Google,,,, Cook County," Illinois""",42.080843-87.940398,0.111840796,0.050348259
42.080697,-87.946286,school,Google,,,, Cook County," Illinois""",42.080697-87.946286,0.137511693,0.016058622
42.09431,-87.953008,school,Google,,,, Cook County," Illinois""",42.09431-87.953008,0.147360248,0.025
42.089682,-87.963037,park,Google,,,, Cook County," Illinois""",42.089682-87.963037,0.147955873,0.041369241
42.085572,-87.959842,park,Google,,,, Cook County," Illinois""",42.085572-87.959842,0.111840796,0.050348259
42.082816,-87.956803,park,Google,,,, Cook County," Illinois""",42.082816-87.956803,0.111840796,0.050348259
